keyword,score
let,0.15475558218137012
actually,0.10666596157732806
set,0.09897333056964945
going,0.09826508750221655
sorry,0.06856255704769838
know,0.06501143052108359
okay,0.06481592664307681
accuracy,0.06119809207056796
say,0.05933608229112267
get,0.05921378545782397
rid,0.056050537395963
data,0.05405618586202348
row,0.0520325993842949
itd,0.04986456824282358
one,0.04891229687272975
